Dataset,Model,DimReduction,Dimensions,AnomalyMethod,Accuracy,Precision,Recall,F1,AUC
plantpathology,googlenet,tsne,1,LOF,0.726,0.91015625,0.6714697406340058,0.7728026533996684,0.7605714716241924
plantpathology,googlenet,tsne,1,GMM,0.324,0.8461538461538461,0.03170028818443804,0.06111111111111111,0.5093141963798007
plantpathology,googlenet,umap,2,IQR+CI,0.464,0.9157894736842105,0.2507204610951009,0.3936651583710407,0.5992164396978772
plantpathology,googlenet,umap,2,IsolationForest,0.542,0.8933333333333333,0.3861671469740634,0.5392354124748491,0.6407959917876853
plantpathology,googlenet,umap,2,OneClassSVM,0.424,0.7920792079207921,0.23054755043227665,0.35714285714285715,0.5466463242357462
plantpathology,googlenet,umap,2,LOF,0.53,0.9242424242424242,0.3515850144092219,0.5093945720250522,0.6431127686425194
plantpathology,googlenet,umap,2,GMM,0.376,0.9487179487179487,0.10662824207492795,0.19170984455958548,0.5467781733250457
plantpathology,googlenet,umap,1,IQR+CI,0.448,0.927710843373494,0.2219020172910663,0.3581395348837209,0.5913431655082784
plantpathology,googlenet,umap,1,IsolationForest,0.714,0.9322033898305084,0.6340057636887608,0.7547169811320755,0.7647153001450341
plantpathology,googlenet,umap,1,OneClassSVM,0.55,0.8860759493670886,0.4034582132564842,0.5544554455445545,0.6429055772164773
plantpathology,googlenet,umap,1,LOF,0.762,0.9285714285714286,0.7118155619596542,0.8058727569331158,0.7938162777118534
plantpathology,googlenet,umap,1,GMM,0.33,0.875,0.040345821325648415,0.07713498622589532,0.513636962950406
plantpathology,googlenet,pca,2,IQR+CI,0.504,0.889763779527559,0.3256484149855908,0.4767932489451477,0.6170725735058673
plantpathology,googlenet,pca,2,IsolationForest,0.508,0.8796992481203008,0.3371757925072046,0.4875,0.6163003145542559
plantpathology,googlenet,pca,2,OneClassSVM,0.468,0.8347107438016529,0.2910662824207493,0.43162393162393164,0.5801736640861916
plantpathology,googlenet,pca,2,LOF,0.418,0.8888888888888888,0.1844380403458213,0.3054892601431981,0.5660752293232374
plantpathology,googlenet,pca,2,GMM,0.386,0.9545454545454546,0.12103746397694524,0.21483375959079284,0.5539827842760543
plantpathology,googlenet,pca,1,IQR+CI,0.504,0.889763779527559,0.3256484149855908,0.4767932489451477,0.6170725735058673
plantpathology,googlenet,pca,1,IsolationForest,0.508,0.8796992481203008,0.3371757925072046,0.4875,0.6163003145542559
plantpathology,googlenet,pca,1,OneClassSVM,0.462,0.825,0.28530259365994237,0.42398286937901497,0.574023845849579
plantpathology,googlenet,pca,1,LOF,0.418,0.8888888888888888,0.1844380403458213,0.3054892601431981,0.5660752293232374
plantpathology,googlenet,pca,1,GMM,0.386,0.9545454545454546,0.12103746397694524,0.21483375959079284,0.5539827842760543
plantpathology,inception_v3,tsne,2,IQR+CI,0.408,0.9295774647887324,0.18487394957983194,0.308411214953271,0.5749544573073985
plantpathology,inception_v3,tsne,2,IsolationForest,0.482,0.8828125,0.3165266106442577,0.465979381443299,0.6058157528745765
plantpathology,inception_v3,tsne,2,OneClassSVM,0.42,0.8130841121495327,0.24369747899159663,0.375,0.5519186695657284
plantpathology,inception_v3,tsne,2,LOF,0.414,0.9705882352941176,0.18487394957983194,0.31058823529411766,0.585443967796909
plantpathology,inception_v3,tsne,2,GMM,0.396,0.9661016949152542,0.15966386554621848,0.27403846153846156,0.5728389257801022
plantpathology,inception_v3,tsne,1,IQR+CI,0.52,0.968,0.3389355742296919,0.5020746887966805,0.6554817731288319
plantpathology,inception_v3,tsne,1,IsolationForest,0.67,0.9324324324324325,0.5798319327731093,0.7150259067357513,0.7374684139390022
plantpathology,inception_v3,tsne,1,OneClassSVM,0.526,0.8529411764705882,0.4061624649859944,0.5502846299810247,0.6156686450804097
plantpathology,inception_v3,tsne,1,LOF,0.554,0.9527027027027027,0.3949579831932773,0.5584158415841585,0.6730034671211141
plantpathology,inception_v3,tsne,1,GMM,0.408,0.9692307692307692,0.17647058823529413,0.2985781990521327,0.5812422871246401
plantpathology,inception_v3,umap,2,IQR+CI,0.51,0.9516129032258065,0.33053221288515405,0.49064449064449067,0.6442870854635561
plantpathology,inception_v3,umap,2,IsolationForest,0.58,0.9152542372881356,0.453781512605042,0.6067415730337079,0.6744432038549686
plantpathology,inception_v3,umap,2,OneClassSVM,0.504,0.8427672955974843,0.3753501400560224,0.5193798449612403,0.6002624826154238
plantpathology,inception_v3,umap,2,LOF,0.46,0.978021978021978,0.24929971988795518,0.39732142857142855,0.6176568529509706
plantpathology,inception_v3,umap,2,GMM,0.46,0.978021978021978,0.24929971988795518,0.39732142857142855,0.6176568529509706
plantpathology,inception_v3,umap,1,IQR+CI,0.64,0.9447236180904522,0.5266106442577031,0.6762589928057554,0.7248437836673132
plantpathology,inception_v3,umap,1,IsolationForest,0.72,0.9392712550607287,0.6498599439775911,0.7682119205298014,0.772482419541243
plantpathology,inception_v3,umap,1,OneClassSVM,0.588,0.8871794871794871,0.484593837535014,0.6268115942028986,0.66537384184443
plantpathology,inception_v3,umap,1,LOF,0.652,0.933649289099526,0.5518207282913166,0.6936619718309859,0.7269593151946093
plantpathology,inception_v3,umap,1,GMM,0.428,0.9733333333333334,0.20448179271708683,0.33796296296296297,0.5952478893655364
plantpathology,inception_v3,pca,2,IQR+CI,0.454,0.92,0.25770308123249297,0.4026258205689278,0.6008795126442185
plantpathology,inception_v3,pca,2,IsolationForest,0.506,0.8928571428571429,0.35014005602240894,0.5030181086519114,0.622622475563652
plantpathology,inception_v3,pca,2,OneClassSVM,0.49,0.8355263157894737,0.3557422969187675,0.49901768172888017,0.5904585610467964
plantpathology,inception_v3,pca,2,LOF,0.456,0.9047619047619048,0.2661064425770308,0.41125541125541126,0.5980881863234805
plantpathology,inception_v3,pca,2,GMM,0.42,0.971830985915493,0.19327731092436976,0.32242990654205606,0.5896456484691779
plantpathology,inception_v3,pca,1,IQR+CI,0.454,0.92,0.25770308123249297,0.4026258205689278,0.6008795126442185
plantpathology,inception_v3,pca,1,IsolationForest,0.506,0.8928571428571429,0.35014005602240894,0.5030181086519114,0.622622475563652
plantpathology,inception_v3,pca,1,OneClassSVM,0.496,0.8523489932885906,0.3557422969187675,0.5019762845849802,0.6009480715363069
plantpathology,inception_v3,pca,1,LOF,0.456,0.9047619047619048,0.2661064425770308,0.41125541125541126,0.5980881863234805
plantpathology,inception_v3,pca,1,GMM,0.42,0.971830985915493,0.19327731092436976,0.32242990654205606,0.5896456484691779
plantpathology,mobilenet_v3_large,tsne,2,IQR+CI,0.732,0.9680365296803652,0.6253687315634219,0.7598566308243727,0.7909452353469283
plantpathology,mobilenet_v3_large,tsne,2,IsolationForest,0.784,0.9391634980988594,0.7286135693215339,0.8205980066445183,0.8146173436669782
plantpathology,mobilenet_v3_large,tsne,2,OneClassSVM,0.73,0.8834586466165414,0.6932153392330384,0.7768595041322314,0.7503343776910534
plantpathology,mobilenet_v3_large,tsne,2,LOF,0.744,0.9730941704035875,0.640117994100295,0.7722419928825622,0.8014254566774767
plantpathology,mobilenet_v3_large,tsne,2,GMM,0.654,0.9882352941176471,0.49557522123893805,0.6601178781925344,0.7415764304952452
plantpathology,mobilenet_v3_large,tsne,1,IQR+CI,0.77,0.9057971014492754,0.7374631268436578,0.8130081300813008,0.7879862218069221
plantpathology,mobilenet_v3_large,tsne,1,IsolationForest,0.766,0.937007874015748,0.7020648967551623,0.8026981450252951,0.8013430073837923
plantpathology,mobilenet_v3_large,tsne,1,OneClassSVM,0.706,0.9,0.6371681415929203,0.7461139896373057,0.744049909305777
plantpathology,mobilenet_v3_large,tsne,1,LOF,0.796,0.9072164948453608,0.7787610619469026,0.8380952380952381,0.8055295992964326
plantpathology,mobilenet_v3_large,tsne,1,GMM,0.318,0.0,0.0,0.0,0.4937888198757764
plantpathology,mobilenet_v3_large,umap,2,IQR+CI,0.798,0.9612403100775194,0.7315634218289085,0.830820770519263,0.8347258102933363
plantpathology,mobilenet_v3_large,umap,2,IsolationForest,0.834,0.9444444444444444,0.8023598820058997,0.8676236044657097,0.851490500009161
plantpathology,mobilenet_v3_large,umap,2,OneClassSVM,0.624,0.912568306010929,0.49262536873156343,0.6398467432950191,0.6966232433719929
plantpathology,mobilenet_v3_large,umap,2,LOF,0.738,0.9727272727272728,0.6312684365781711,0.7656529516994633,0.7970006779164148
plantpathology,mobilenet_v3_large,umap,2,GMM,0.49,0.9772727272727273,0.2536873156342183,0.4028103044496487,0.6206324776928855
plantpathology,mobilenet_v3_large,umap,1,IQR+CI,0.814,0.9589552238805971,0.7581120943952803,0.8467874794069192,0.8448945565144103
plantpathology,mobilenet_v3_large,umap,1,IsolationForest,0.856,0.9464882943143813,0.8348082595870207,0.8871473354231975,0.8677146887997216
plantpathology,mobilenet_v3_large,umap,1,OneClassSVM,0.778,0.9014084507042254,0.7551622418879056,0.8218298555377207,0.7906245992048224
plantpathology,mobilenet_v3_large,umap,1,LOF,0.826,0.9436619718309859,0.7905604719764012,0.8603531300160514,0.8455907949944118
plantpathology,mobilenet_v3_large,umap,1,GMM,0.636,0.9875776397515528,0.4690265486725664,0.636,0.7283020942120596
plantpathology,mobilenet_v3_large,pca,2,IQR+CI,0.808,0.9263157894736842,0.7787610619469026,0.8461538461538461,0.8241631396691035
plantpathology,mobilenet_v3_large,pca,2,IsolationForest,0.724,0.9313304721030042,0.640117994100295,0.7587412587412588,0.7703695560563587
plantpathology,mobilenet_v3_large,pca,2,OneClassSVM,0.628,0.9090909090909091,0.5014749262536873,0.6463878326996197,0.6979424320709431
plantpathology,mobilenet_v3_large,pca,2,LOF,0.594,0.925,0.4365781710914454,0.593186372745491,0.681022004800381
plantpathology,mobilenet_v3_large,pca,2,GMM,0.382,0.9411764705882353,0.0943952802359882,0.17158176943699732,0.5409864599937705
plantpathology,mobilenet_v3_large,pca,1,IQR+CI,0.808,0.9263157894736842,0.7787610619469026,0.8461538461538461,0.8241631396691035
plantpathology,mobilenet_v3_large,pca,1,IsolationForest,0.724,0.9313304721030042,0.640117994100295,0.7587412587412588,0.7703695560563587
plantpathology,mobilenet_v3_large,pca,1,OneClassSVM,0.514,0.8333333333333334,0.35398230088495575,0.4968944099378882,0.6024569889517947
plantpathology,mobilenet_v3_large,pca,1,LOF,0.594,0.925,0.4365781710914454,0.593186372745491,0.681022004800381
plantpathology,mobilenet_v3_large,pca,1,GMM,0.382,0.9411764705882353,0.0943952802359882,0.17158176943699732,0.5409864599937705
plantpathology,mobilenet_v3_small,tsne,2,IQR+CI,0.444,0.9857142857142858,0.1994219653179191,0.3317307692307692,0.5964642294122062
plantpathology,mobilenet_v3_small,tsne,2,IsolationForest,0.522,0.8848920863309353,0.3554913294797688,0.5072164948453608,0.6257976127918324
plantpathology,mobilenet_v3_small,tsne,2,OneClassSVM,0.518,0.8947368421052632,0.3439306358381503,0.4968684759916493,0.6265107724645298
plantpathology,mobilenet_v3_small,tsne,2,LOF,0.498,0.9896907216494846,0.2774566473988439,0.43340857787810383,0.6354815704526687
plantpathology,mobilenet_v3_small,tsne,2,GMM,0.488,0.9787234042553191,0.2658959537572254,0.41818181818181815,0.6264544703851062
plantpathology,mobilenet_v3_small,tsne,1,IQR+CI,0.408,0.9032258064516129,0.16184971098265896,0.27450980392156865,0.5614443360108099
plantpathology,mobilenet_v3_small,tsne,1,IsolationForest,0.672,0.9252336448598131,0.5722543352601156,0.7071428571428572,0.7341791156820058
plantpathology,mobilenet_v3_small,tsne,1,OneClassSVM,0.416,0.77,0.22254335260115607,0.3452914798206278,0.5365963516252533
plantpathology,mobilenet_v3_small,tsne,1,LOF,0.658,0.9186602870813397,0.5549132947976878,0.6918918918918919,0.7222618422040387
plantpathology,mobilenet_v3_small,tsne,1,GMM,0.306,0.3333333333333333,0.002890173410404624,0.0057306590257879654,0.4949515802116958
plantpathology,mobilenet_v3_small,umap,2,IQR+CI,0.402,0.9272727272727272,0.14739884393063585,0.2543640897755611,0.560712408978305
plantpathology,mobilenet_v3_small,umap,2,IsolationForest,0.538,0.891156462585034,0.3786127167630058,0.5314401622718052,0.6373583064334509
plantpathology,mobilenet_v3_small,umap,2,OneClassSVM,0.524,0.8913043478260869,0.3554913294797688,0.5082644628099173,0.6290443660385857
plantpathology,mobilenet_v3_small,umap,2,LOF,0.464,0.9148936170212766,0.24855491329479767,0.39090909090909093,0.5983034306733729
plantpathology,mobilenet_v3_small,umap,2,GMM,0.4,0.96,0.13872832369942195,0.24242424242424243,0.5628706553562045
plantpathology,mobilenet_v3_small,umap,1,IQR+CI,0.646,0.9668508287292817,0.5057803468208093,0.6641366223908919,0.7334096539298851
plantpathology,mobilenet_v3_small,umap,1,IsolationForest,0.728,0.9338842975206612,0.653179190751445,0.7687074829931972,0.7746415434276706
plantpathology,mobilenet_v3_small,umap,1,OneClassSVM,0.652,0.9018691588785047,0.5578034682080925,0.6892857142857143,0.710719915922228
plantpathology,mobilenet_v3_small,umap,1,LOF,0.724,0.9333333333333333,0.6473988439306358,0.764505119453925,0.771751370017266
plantpathology,mobilenet_v3_small,umap,1,GMM,0.604,0.9868421052631579,0.43352601156069365,0.6024096385542169,0.7102694992868404
plantpathology,mobilenet_v3_small,pca,2,IQR+CI,0.474,0.9278350515463918,0.26011560693641617,0.40632054176072235,0.6073305307409353
plantpathology,mobilenet_v3_small,pca,2,IsolationForest,0.488,0.8688524590163934,0.3063583815028902,0.452991452991453,0.6012311388033931
plantpathology,mobilenet_v3_small,pca,2,OneClassSVM,0.476,0.85,0.2947976878612717,0.43776824034334766,0.5889572854890774
plantpathology,mobilenet_v3_small,pca,2,LOF,0.45,0.9176470588235294,0.2254335260115607,0.3619489559164733,0.5899894902785077
plantpathology,mobilenet_v3_small,pca,2,GMM,0.406,0.9622641509433962,0.14739884393063585,0.2556390977443609,0.5672059154718114
plantpathology,mobilenet_v3_small,pca,1,IQR+CI,0.474,0.9278350515463918,0.26011560693641617,0.40632054176072235,0.6073305307409353
plantpathology,mobilenet_v3_small,pca,1,IsolationForest,0.488,0.8688524590163934,0.3063583815028902,0.452991452991453,0.6012311388033931
plantpathology,mobilenet_v3_small,pca,1,OneClassSVM,0.476,0.85,0.2947976878612717,0.43776824034334766,0.5889572854890774
plantpathology,mobilenet_v3_small,pca,1,LOF,0.45,0.9176470588235294,0.2254335260115607,0.3619489559164733,0.5899894902785077
plantpathology,mobilenet_v3_small,pca,1,GMM,0.406,0.9622641509433962,0.14739884393063585,0.2556390977443609,0.5672059154718114
plantpathology,regnet_x_16gf,tsne,2,IQR+CI,0.522,0.921875,0.3400576368876081,0.4968421052631579,0.6373490798817125
plantpathology,regnet_x_16gf,tsne,2,IsolationForest,0.624,0.9162303664921466,0.5043227665706052,0.6505576208178439,0.6998738015859561
plantpathology,regnet_x_16gf,tsne,2,OneClassSVM,0.502,0.80625,0.37175792507204614,0.5088757396449705,0.5845717729935395
plantpathology,regnet_x_16gf,tsne,2,LOF,0.594,0.9186046511627907,0.4553314121037464,0.6088631984585742,0.6819140720649451
plantpathology,regnet_x_16gf,tsne,2,GMM,0.308,0.6,0.008645533141210375,0.017045454545454544,0.4977868188581869
plantpathology,regnet_x_16gf,tsne,1,IQR+CI,0.598,0.8882978723404256,0.4812680115273775,0.6242990654205608,0.6720065547832967
plantpathology,regnet_x_16gf,tsne,1,IsolationForest,0.606,0.9120879120879121,0.4783861671469741,0.6275992438563327,0.6869055018741406
plantpathology,regnet_x_16gf,tsne,1,OneClassSVM,0.544,0.8742138364779874,0.40057636887608067,0.549407114624506,0.6349287073138573
plantpathology,regnet_x_16gf,tsne,1,LOF,0.454,0.8936170212765957,0.2420749279538905,0.38095238095238093,0.5883577254148538
plantpathology,regnet_x_16gf,tsne,1,GMM,0.404,0.9622641509433962,0.14697406340057637,0.255,0.56695108398787
plantpathology,regnet_x_16gf,umap,2,IQR+CI,0.616,0.9585798816568047,0.4668587896253602,0.627906976744186,0.7105535778192161
plantpathology,regnet_x_16gf,umap,2,IsolationForest,0.738,0.9354838709677419,0.6685878962536023,0.7798319327731092,0.7820063664274547
plantpathology,regnet_x_16gf,umap,2,OneClassSVM,0.66,0.9004524886877828,0.5734870317002881,0.7007042253521126,0.7148480910135429
plantpathology,regnet_x_16gf,umap,2,LOF,0.666,0.9639175257731959,0.5389048991354467,0.6913123844731978,0.7465766325742593
plantpathology,regnet_x_16gf,umap,2,GMM,0.468,0.9764705882352941,0.23919308357348704,0.38425925925925924,0.6130605940743252
plantpathology,regnet_x_16gf,umap,1,IQR+CI,0.672,0.9507389162561576,0.5561959654178674,0.7018181818181818,0.7454182441468422
plantpathology,regnet_x_16gf,umap,1,IsolationForest,0.812,0.9438596491228071,0.7752161383285303,0.8512658227848101,0.8353204874649188
plantpathology,regnet_x_16gf,umap,1,OneClassSVM,0.768,0.9325842696629213,0.7175792507204611,0.8110749185667753,0.7999660959484658
plantpathology,regnet_x_16gf,umap,1,LOF,0.6,0.9681528662420382,0.43804034582132567,0.6031746031746031,0.7026803036296171
plantpathology,regnet_x_16gf,umap,1,GMM,0.376,0.9487179487179487,0.10662824207492795,0.19170984455958548,0.5467781733250457
plantpathology,regnet_x_16gf,pca,2,IQR+CI,0.428,0.8860759493670886,0.2017291066282421,0.3286384976525822,0.5714527886082387
plantpathology,regnet_x_16gf,pca,2,IsolationForest,0.402,0.8,0.1844380403458213,0.2997658079625293,0.5399314384735642
plantpathology,regnet_x_16gf,pca,2,OneClassSVM,0.428,0.7850467289719626,0.2420749279538905,0.3700440528634361,0.5458740652841347
plantpathology,regnet_x_16gf,pca,2,LOF,0.352,0.8709677419354839,0.07780979827089338,0.14285714285714285,0.52583300371061
plantpathology,regnet_x_16gf,pca,2,GMM,0.356,0.9310344827586207,0.07780979827089338,0.14361702127659576,0.5323689514230284
plantpathology,regnet_x_16gf,pca,1,IQR+CI,0.428,0.8860759493670886,0.2017291066282421,0.3286384976525822,0.5714527886082387
plantpathology,regnet_x_16gf,pca,1,IsolationForest,0.402,0.8,0.1844380403458213,0.2997658079625293,0.5399314384735642
plantpathology,regnet_x_16gf,pca,1,OneClassSVM,0.428,0.7850467289719626,0.2420749279538905,0.3700440528634361,0.5458740652841347
plantpathology,regnet_x_16gf,pca,1,LOF,0.352,0.8709677419354839,0.07780979827089338,0.14285714285714285,0.52583300371061
plantpathology,regnet_x_16gf,pca,1,GMM,0.356,0.9310344827586207,0.07780979827089338,0.14361702127659576,0.5323689514230284
plantpathology,regnet_x_1_6gf,tsne,2,IQR+CI,0.402,0.98,0.14121037463976946,0.24685138539042822,0.5673372134636756
