Dataset,Model,DimReduction,Dimensions,ClusterizationMethod,CohenK
plantpathology,regnet_x_32gf,tsne,1,KMeans,0.502700899902922
plantpathology,regnet_x_32gf,tsne,1,Hierarchical,0.478264053308599
plantpathology,regnet_x_32gf,tsne,1,GMM,0.512405583990355
plantpathology,regnet_x_32gf,umap,2,KMeans,0.430440459378081
plantpathology,regnet_x_32gf,umap,2,Hierarchical,0.484399788471708
plantpathology,regnet_x_32gf,umap,2,GMM,0.461020467914083
plantpathology,regnet_x_32gf,umap,2,DBSCAN,0.529869393853525
plantpathology,regnet_x_32gf,umap,1,KMeans,0.536257877473803
plantpathology,regnet_x_32gf,umap,1,Hierarchical,0.626492447550677
plantpathology,regnet_x_32gf,umap,1,GMM,0.598033166937761
plantpathology,regnet_x_32gf,pca,2,KMeans,0.369926248209264
plantpathology,regnet_x_32gf,pca,2,Hierarchical,0.352656749544218
plantpathology,regnet_x_32gf,pca,2,GMM,0.373192539332997
plantpathology,regnet_x_32gf,pca,2,DBSCAN,0.426302716587023
plantpathology,regnet_x_32gf,pca,1,KMeans,0.369926248209264
plantpathology,regnet_x_32gf,pca,1,Hierarchical,0.352656749544218
plantpathology,regnet_x_32gf,pca,1,GMM,0.373192539332997
plantpathology,regnet_x_32gf,pca,1,DBSCAN,0.426302716587023
plantpathology,regnet_x_3_2gf,tsne,2,KMeans,0.448439531084159
plantpathology,regnet_x_3_2gf,tsne,2,Hierarchical,0.423294930268118
plantpathology,regnet_x_3_2gf,tsne,2,GMM,0.449089956165428
plantpathology,regnet_x_3_2gf,tsne,2,DBSCAN,0.465734740441366
plantpathology,regnet_x_3_2gf,tsne,1,KMeans,0.411942495203553
plantpathology,regnet_x_3_2gf,tsne,1,Hierarchical,0.381433750562333
plantpathology,regnet_x_3_2gf,tsne,1,GMM,0.405465773222967
plantpathology,regnet_x_3_2gf,tsne,1,DBSCAN,0.469906492822336
plantpathology,regnet_x_3_2gf,umap,2,KMeans,0.392231070461773
plantpathology,regnet_x_3_2gf,umap,2,Hierarchical,0.451888304368808
plantpathology,regnet_x_3_2gf,umap,2,GMM,0.372882246329227
plantpathology,regnet_x_3_2gf,umap,2,DBSCAN,0.511618342586881
plantpathology,regnet_x_3_2gf,umap,1,KMeans,0.398675113693121
plantpathology,regnet_x_3_2gf,umap,1,Hierarchical,0.417257091684884
plantpathology,regnet_x_3_2gf,umap,1,GMM,0.405372020289627
plantpathology,regnet_x_3_2gf,umap,1,DBSCAN,0.207490876155465
plantpathology,regnet_x_3_2gf,pca,2,KMeans,0.361045633922187
plantpathology,regnet_x_3_2gf,pca,2,Hierarchical,0.374818068750165
plantpathology,regnet_x_3_2gf,pca,2,GMM,0.364625526169486
plantpathology,regnet_x_3_2gf,pca,2,DBSCAN,0.419724105188194
plantpathology,regnet_x_3_2gf,pca,1,KMeans,0.361045633922187
plantpathology,regnet_x_3_2gf,pca,1,Hierarchical,0.374818068750165
plantpathology,regnet_x_3_2gf,pca,1,GMM,0.364625526169486
plantpathology,regnet_x_3_2gf,pca,1,DBSCAN,0.419724105188194
plantpathology,regnet_x_400mf,tsne,2,KMeans,0.304146506425264
plantpathology,regnet_x_400mf,tsne,2,Hierarchical,0.309912933508439
plantpathology,regnet_x_400mf,tsne,2,GMM,0.306632666473882
plantpathology,regnet_x_400mf,tsne,2,DBSCAN,0.288324909834385
plantpathology,regnet_x_400mf,tsne,1,KMeans,0.554305469394639
plantpathology,regnet_x_400mf,tsne,1,Hierarchical,0.362726586102719
plantpathology,regnet_x_400mf,tsne,1,GMM,0.557950829599128
plantpathology,regnet_x_400mf,tsne,1,DBSCAN,0.590252455308931
plantpathology,regnet_x_400mf,umap,2,KMeans,0.290686237421503
plantpathology,regnet_x_400mf,umap,2,Hierarchical,0.30872168170331
plantpathology,regnet_x_400mf,umap,2,GMM,0.288646035303301
plantpathology,regnet_x_400mf,umap,2,DBSCAN,0.250833073622132
plantpathology,regnet_x_400mf,umap,1,KMeans,0.486523493802248
plantpathology,regnet_x_400mf,umap,1,Hierarchical,0.280842730771828
plantpathology,regnet_x_400mf,umap,1,GMM,0.498136795287895
plantpathology,regnet_x_400mf,umap,1,DBSCAN,0.395609869491582
plantpathology,regnet_x_400mf,pca,2,KMeans,0.272187920389086
plantpathology,regnet_x_400mf,pca,2,Hierarchical,0.231218779133678
plantpathology,regnet_x_400mf,pca,2,GMM,0.27875822181118
plantpathology,regnet_x_400mf,pca,2,DBSCAN,0.380864405994027
plantpathology,regnet_x_400mf,pca,1,KMeans,0.272187920389086
plantpathology,regnet_x_400mf,pca,1,Hierarchical,0.231218779133678
plantpathology,regnet_x_400mf,pca,1,GMM,0.27875822181118
plantpathology,regnet_x_400mf,pca,1,DBSCAN,0.380864405994027
plantpathology,regnet_x_800mf,tsne,2,KMeans,0.628682736790845
plantpathology,regnet_x_800mf,tsne,2,Hierarchical,0.525628092424461
plantpathology,regnet_x_800mf,tsne,2,GMM,0.641165934686066
plantpathology,regnet_x_800mf,tsne,2,DBSCAN,0.599511785796018
plantpathology,regnet_x_800mf,tsne,1,KMeans,0.613172835595409
plantpathology,regnet_x_800mf,tsne,1,Hierarchical,0.443452063559774
plantpathology,regnet_x_800mf,tsne,1,GMM,0.633376876247751
plantpathology,regnet_x_800mf,tsne,1,DBSCAN,0.450215866162979
plantpathology,regnet_x_800mf,umap,2,KMeans,0.543872791860999
plantpathology,regnet_x_800mf,umap,2,Hierarchical,0.526479750778816
plantpathology,regnet_x_800mf,umap,2,GMM,0.548922257205134
plantpathology,regnet_x_800mf,umap,2,DBSCAN,0.545742786761299
plantpathology,regnet_x_800mf,umap,1,KMeans,0.622678254095767
plantpathology,regnet_x_800mf,umap,1,Hierarchical,0.582575323348369
plantpathology,regnet_x_800mf,umap,1,GMM,0.626294297797871
plantpathology,regnet_x_800mf,umap,1,DBSCAN,0.41466873595205
plantpathology,regnet_x_800mf,pca,2,KMeans,0.491480807887432
plantpathology,regnet_x_800mf,pca,2,Hierarchical,0.438105117565699
plantpathology,regnet_x_800mf,pca,2,GMM,0.496354566385265
plantpathology,regnet_x_800mf,pca,2,DBSCAN,0.441078420996931
plantpathology,regnet_x_800mf,pca,1,KMeans,0.491480807887432
plantpathology,regnet_x_800mf,pca,1,Hierarchical,0.438105117565699
plantpathology,regnet_x_800mf,pca,1,GMM,0.496354566385265
plantpathology,regnet_x_800mf,pca,1,DBSCAN,0.441078420996931
plantpathology,regnet_x_8gf,tsne,2,KMeans,0.412451872896059
plantpathology,regnet_x_8gf,tsne,2,Hierarchical,0.459401379365921
plantpathology,regnet_x_8gf,tsne,2,GMM,0.417189127301068
plantpathology,regnet_x_8gf,tsne,2,DBSCAN,0.517175670803935
plantpathology,regnet_x_8gf,tsne,1,KMeans,0.419116006143587
plantpathology,regnet_x_8gf,tsne,1,Hierarchical,0.425279806631286
plantpathology,regnet_x_8gf,tsne,1,GMM,0.419116006143587
plantpathology,regnet_x_8gf,tsne,1,DBSCAN,0.454789195846135
plantpathology,regnet_x_8gf,umap,2,KMeans,0.370519682439219
plantpathology,regnet_x_8gf,umap,2,Hierarchical,0.470857475461016
plantpathology,regnet_x_8gf,umap,2,GMM,0.401962928536279
plantpathology,regnet_x_8gf,umap,2,DBSCAN,0.507162570640032
plantpathology,regnet_x_8gf,umap,1,KMeans,0.451552729756713
plantpathology,regnet_x_8gf,umap,1,Hierarchical,0.44228283477793
plantpathology,regnet_x_8gf,umap,1,GMM,0.451552729756713
plantpathology,regnet_x_8gf,umap,1,DBSCAN,0.452732284741365
plantpathology,regnet_x_8gf,pca,2,KMeans,0.382313340643782
plantpathology,regnet_x_8gf,pca,2,Hierarchical,0.383447291670996
plantpathology,regnet_x_8gf,pca,2,GMM,0.411152969373067
plantpathology,regnet_x_8gf,pca,2,DBSCAN,0.46036172523362
plantpathology,regnet_x_8gf,pca,1,KMeans,0.382313340643782
plantpathology,regnet_x_8gf,pca,1,Hierarchical,0.383447291670996
plantpathology,regnet_x_8gf,pca,1,GMM,0.411152969373067
plantpathology,regnet_x_8gf,pca,1,DBSCAN,0.46036172523362
plantpathology,regnet_y_16gf,tsne,2,KMeans,0.481690341077373
plantpathology,regnet_y_16gf,tsne,2,Hierarchical,0.482548581296053
plantpathology,regnet_y_16gf,tsne,2,GMM,0.430218088938372
plantpathology,regnet_y_16gf,tsne,2,DBSCAN,0.452509387952519
plantpathology,regnet_y_16gf,tsne,1,KMeans,0.55140052755298
plantpathology,regnet_y_16gf,tsne,1,Hierarchical,0.585225552528005
plantpathology,regnet_y_16gf,tsne,1,GMM,0.548425430778372
plantpathology,regnet_y_16gf,tsne,1,DBSCAN,0.657467522264611
plantpathology,regnet_y_16gf,umap,2,KMeans,0.450973134696647
plantpathology,regnet_y_16gf,umap,2,Hierarchical,0.47827825576237
plantpathology,regnet_y_16gf,umap,2,GMM,0.459058452598065
plantpathology,regnet_y_16gf,umap,2,DBSCAN,0.464736087674414
plantpathology,regnet_y_16gf,umap,1,KMeans,0.618043035855064
plantpathology,regnet_y_16gf,umap,1,Hierarchical,0.359250935364841
plantpathology,regnet_y_16gf,umap,1,GMM,0.658087012234941
plantpathology,regnet_y_16gf,umap,1,DBSCAN,0.308169501750889
plantpathology,regnet_y_16gf,pca,2,KMeans,0.37422588824258
plantpathology,regnet_y_16gf,pca,2,Hierarchical,0.393369322209499
plantpathology,regnet_y_16gf,pca,2,GMM,0.377270368448365
plantpathology,regnet_y_16gf,pca,2,DBSCAN,0.429943803927653
plantpathology,regnet_y_16gf,pca,1,KMeans,0.37422588824258
plantpathology,regnet_y_16gf,pca,1,Hierarchical,0.393369322209499
plantpathology,regnet_y_16gf,pca,1,GMM,0.377270368448365
plantpathology,regnet_y_16gf,pca,1,DBSCAN,0.429943803927653
plantpathology,regnet_y_1_6gf,tsne,2,KMeans,0.321633184898614
plantpathology,regnet_y_1_6gf,tsne,2,Hierarchical,0.321633184898614
plantpathology,regnet_y_1_6gf,tsne,2,GMM,0.306747433955914
plantpathology,regnet_y_1_6gf,tsne,2,DBSCAN,0.328542025171239
plantpathology,regnet_y_1_6gf,tsne,1,KMeans,0.441269756299934
plantpathology,regnet_y_1_6gf,tsne,1,Hierarchical,0.382444052769321
plantpathology,regnet_y_1_6gf,tsne,1,GMM,0.434775047157821
plantpathology,regnet_y_1_6gf,tsne,1,DBSCAN,0.556283032263154
plantpathology,regnet_y_1_6gf,umap,2,KMeans,0.303914809881732
plantpathology,regnet_y_1_6gf,umap,2,Hierarchical,0.360345222638051
plantpathology,regnet_y_1_6gf,umap,2,GMM,0.311626166225573
plantpathology,regnet_y_1_6gf,umap,2,DBSCAN,0.3781479327286
plantpathology,regnet_y_1_6gf,umap,1,KMeans,0.398461519765704
plantpathology,regnet_y_1_6gf,umap,1,Hierarchical,0.336228577527835
plantpathology,regnet_y_1_6gf,umap,1,GMM,0.408979850477995
plantpathology,regnet_y_1_6gf,umap,1,DBSCAN,0.35127471175196
plantpathology,regnet_y_1_6gf,pca,2,KMeans,0.235265199104168
plantpathology,regnet_y_1_6gf,pca,2,Hierarchical,0.244774657086871
plantpathology,regnet_y_1_6gf,pca,2,GMM,0.255681741637365
plantpathology,regnet_y_1_6gf,pca,2,DBSCAN,0.260150132091917
plantpathology,regnet_y_1_6gf,pca,1,KMeans,0.235265199104168
plantpathology,regnet_y_1_6gf,pca,1,Hierarchical,0.244774657086871
plantpathology,regnet_y_1_6gf,pca,1,GMM,0.255681741637365
plantpathology,regnet_y_1_6gf,pca,1,DBSCAN,0.260150132091917
plantpathology,regnet_y_32gf,tsne,2,KMeans,0.276511673205888
plantpathology,regnet_y_32gf,tsne,2,Hierarchical,0.276511673205888
plantpathology,regnet_y_32gf,tsne,2,GMM,0.276511673205888
plantpathology,regnet_y_32gf,tsne,2,DBSCAN,0.404127203161262
plantpathology,regnet_y_32gf,tsne,1,KMeans,0.478888942750497
plantpathology,regnet_y_32gf,tsne,1,Hierarchical,0.519903344779346
plantpathology,regnet_y_32gf,tsne,1,GMM,0.531971796742037
plantpathology,regnet_y_32gf,tsne,1,DBSCAN,0.584769469004446
plantpathology,regnet_y_32gf,umap,2,KMeans,0.372350625756964
plantpathology,regnet_y_32gf,umap,2,Hierarchical,0.358485772357724
plantpathology,regnet_y_32gf,umap,2,GMM,0.36679642661077
plantpathology,regnet_y_32gf,umap,2,DBSCAN,0.456894210750908
plantpathology,regnet_y_32gf,umap,1,KMeans,0.534228105656677
plantpathology,regnet_y_32gf,umap,1,Hierarchical,0.29088120733412
plantpathology,regnet_y_32gf,umap,1,GMM,0.507709455693851
plantpathology,regnet_y_32gf,umap,1,DBSCAN,0.465845338797746
plantpathology,regnet_y_32gf,pca,2,KMeans,0.211750271072305
plantpathology,regnet_y_32gf,pca,2,Hierarchical,0.230758323407634
plantpathology,regnet_y_32gf,pca,2,GMM,0.234596249521623
plantpathology,regnet_y_32gf,pca,2,DBSCAN,0.305915328312013
plantpathology,regnet_y_32gf,pca,1,KMeans,0.211750271072305
plantpathology,regnet_y_32gf,pca,1,Hierarchical,0.230758323407634
plantpathology,regnet_y_32gf,pca,1,GMM,0.234596249521623
plantpathology,regnet_y_32gf,pca,1,DBSCAN,0.305915328312013
plantpathology,regnet_y_3_2gf,tsne,2,KMeans,0.533381191672649
plantpathology,regnet_y_3_2gf,tsne,2,Hierarchical,0.430327415248996
plantpathology,regnet_y_3_2gf,tsne,2,GMM,0.533582089552239
plantpathology,regnet_y_3_2gf,tsne,2,DBSCAN,0.526707234617985
plantpathology,regnet_y_3_2gf,tsne,1,KMeans,0.476010937518821
plantpathology,regnet_y_3_2gf,tsne,1,Hierarchical,0.488428308163607
plantpathology,regnet_y_3_2gf,tsne,1,GMM,0.482986653841529
plantpathology,regnet_y_3_2gf,tsne,1,DBSCAN,0.390202816521798
plantpathology,regnet_y_3_2gf,umap,2,KMeans,0.455263072055322
plantpathology,regnet_y_3_2gf,umap,2,Hierarchical,0.452140565077874
plantpathology,regnet_y_3_2gf,umap,2,GMM,0.452140565077874
plantpathology,regnet_y_3_2gf,umap,2,DBSCAN,0.50101093887708
plantpathology,regnet_y_3_2gf,umap,1,KMeans,0.608876068715586
plantpathology,regnet_y_3_2gf,umap,1,Hierarchical,0.613356552236443
plantpathology,regnet_y_3_2gf,umap,1,GMM,0.625173699992686
plantpathology,regnet_y_3_2gf,umap,1,DBSCAN,0.29612069537963
plantpathology,regnet_y_3_2gf,pca,2,KMeans,0.370105549880831
plantpathology,regnet_y_3_2gf,pca,2,Hierarchical,0.379021496426071
plantpathology,regnet_y_3_2gf,pca,2,GMM,0.3665324805362
plantpathology,regnet_y_3_2gf,pca,2,DBSCAN,0.400723127426239
plantpathology,regnet_y_3_2gf,pca,1,KMeans,0.370105549880831
plantpathology,regnet_y_3_2gf,pca,1,Hierarchical,0.379021496426071
plantpathology,regnet_y_3_2gf,pca,1,GMM,0.3665324805362
plantpathology,regnet_y_3_2gf,pca,1,DBSCAN,0.400723127426239
plantpathology,regnet_y_400mf,tsne,2,KMeans,0.369223414426856
plantpathology,regnet_y_400mf,tsne,2,Hierarchical,0.369022316684378
plantpathology,regnet_y_400mf,tsne,2,GMM,0.379644373673036
plantpathology,regnet_y_400mf,tsne,2,DBSCAN,0.369022316684378
plantpathology,regnet_y_400mf,tsne,1,KMeans,0.474539974619289
plantpathology,regnet_y_400mf,tsne,1,Hierarchical,0.483935849256338
plantpathology,regnet_y_400mf,tsne,1,GMM,0.480875039678341
plantpathology,regnet_y_400mf,tsne,1,DBSCAN,0.492585937197006
plantpathology,regnet_y_400mf,umap,2,KMeans,0.528585154936344
plantpathology,regnet_y_400mf,umap,2,Hierarchical,0.505922971605453
plantpathology,regnet_y_400mf,umap,2,GMM,0.50285782329126
plantpathology,regnet_y_400mf,umap,2,DBSCAN,0.551199853453013
plantpathology,regnet_y_400mf,umap,1,KMeans,0.528215182893205
plantpathology,regnet_y_400mf,umap,1,Hierarchical,0.407150674936155
plantpathology,regnet_y_400mf,umap,1,GMM,0.559620596205962
plantpathology,regnet_y_400mf,pca,2,KMeans,0.370972895255338
plantpathology,regnet_y_400mf,pca,2,Hierarchical,0.402929625305169
plantpathology,regnet_y_400mf,pca,2,GMM,0.364248815039676
plantpathology,regnet_y_400mf,pca,2,DBSCAN,0.420932788944724
plantpathology,regnet_y_400mf,pca,1,KMeans,0.370972895255338
plantpathology,regnet_y_400mf,pca,1,Hierarchical,0.402929625305169
plantpathology,regnet_y_400mf,pca,1,GMM,0.364248815039676
plantpathology,regnet_y_400mf,pca,1,DBSCAN,0.420932788944724
plantpathology,regnet_y_800mf,tsne,2,KMeans,0.110718802698145
plantpathology,regnet_y_800mf,tsne,2,Hierarchical,0.126379400945875
plantpathology,regnet_y_800mf,tsne,2,GMM,0.114339145551283
plantpathology,regnet_y_800mf,tsne,2,DBSCAN,0.131439894319683
plantpathology,regnet_y_800mf,tsne,1,KMeans,0.216675517790759
plantpathology,regnet_y_800mf,tsne,1,Hierarchical,0.0944415173867229
plantpathology,regnet_y_800mf,tsne,1,GMM,0.355455755156354
plantpathology,regnet_y_800mf,tsne,1,DBSCAN,0.330856503675296
plantpathology,regnet_y_800mf,umap,2,KMeans,0.28941902413546
plantpathology,regnet_y_800mf,umap,2,Hierarchical,0.27455683613175
plantpathology,regnet_y_800mf,umap,2,GMM,0.276143632486916
plantpathology,regnet_y_800mf,umap,2,DBSCAN,0.0627310170028513
plantpathology,regnet_y_800mf,umap,1,KMeans,0.424928199127752
plantpathology,regnet_y_800mf,umap,1,Hierarchical,0.415453289403762
plantpathology,regnet_y_800mf,umap,1,GMM,0.428282720842419
plantpathology,regnet_y_800mf,umap,1,DBSCAN,0.403341288782816
plantpathology,regnet_y_800mf,pca,2,KMeans,0.263237664493468
plantpathology,regnet_y_800mf,pca,2,Hierarchical,0.186943698319903
plantpathology,regnet_y_800mf,pca,2,GMM,0.261238225041913
plantpathology,regnet_y_800mf,pca,2,DBSCAN,0.288419252382116
plantpathology,regnet_y_800mf,pca,1,KMeans,0.263237664493468
plantpathology,regnet_y_800mf,pca,1,Hierarchical,0.186943698319903
plantpathology,regnet_y_800mf,pca,1,GMM,0.261238225041913
plantpathology,regnet_y_800mf,pca,1,DBSCAN,0.288419252382116
plantpathology,regnet_y_8gf,tsne,2,KMeans,0.380515850249625
plantpathology,regnet_y_8gf,tsne,2,Hierarchical,0.323469075989699
plantpathology,regnet_y_8gf,tsne,2,GMM,0.373910481475116
plantpathology,regnet_y_8gf,tsne,2,DBSCAN,0.415771753467726
plantpathology,regnet_y_8gf,tsne,1,KMeans,0.323299144261698
plantpathology,regnet_y_8gf,tsne,1,Hierarchical,0.353099078619622
plantpathology,regnet_y_8gf,tsne,1,GMM,0.376833953474302
plantpathology,regnet_y_8gf,tsne,1,DBSCAN,0.17318512419377
plantpathology,regnet_y_8gf,umap,2,KMeans,0.423000279577184
plantpathology,regnet_y_8gf,umap,2,Hierarchical,0.401229873839134
plantpathology,regnet_y_8gf,umap,2,GMM,0.397055276795746
plantpathology,regnet_y_8gf,umap,2,DBSCAN,0.423036239734853
plantpathology,regnet_y_8gf,umap,1,KMeans,0.561197869705822
plantpathology,regnet_y_8gf,umap,1,Hierarchical,0.564898239465802
plantpathology,regnet_y_8gf,umap,1,GMM,0.54177897574124
plantpathology,regnet_y_8gf,umap,1,DBSCAN,0.373022033797098
plantpathology,regnet_y_8gf,pca,2,KMeans,0.375081795576495
plantpathology,regnet_y_8gf,pca,2,Hierarchical,0.388287204171681
plantpathology,regnet_y_8gf,pca,2,GMM,0.394178848939813
plantpathology,regnet_y_8gf,pca,2,DBSCAN,0.419530317102295
plantpathology,regnet_y_8gf,pca,1,KMeans,0.375081795576495
plantpathology,regnet_y_8gf,pca,1,Hierarchical,0.388287204171681
plantpathology,regnet_y_8gf,pca,1,GMM,0.394178848939813
plantpathology,regnet_y_8gf,pca,1,DBSCAN,0.419530317102295
plantpathology,resnet101,tsne,2,KMeans,0.192763852379277
plantpathology,resnet101,tsne,2,Hierarchical,0.332604081207433
plantpathology,resnet101,tsne,2,GMM,0.192763852379277
plantpathology,resnet101,tsne,2,DBSCAN,0.40674754778633
plantpathology,resnet101,tsne,1,KMeans,0.334661845940139
plantpathology,resnet101,tsne,1,Hierarchical,0.339258762367936
plantpathology,resnet101,tsne,1,GMM,0.334661845940139
plantpathology,resnet101,tsne,1,DBSCAN,0.0408350377318572
plantpathology,resnet101,umap,2,KMeans,0.415800645215732
plantpathology,resnet101,umap,2,Hierarchical,0.415800645215732
plantpathology,resnet101,umap,2,GMM,0.412196436806246
plantpathology,resnet101,umap,2,DBSCAN,0.449289551315908
plantpathology,resnet101,umap,1,KMeans,0.330803815067959
plantpathology,resnet101,umap,1,Hierarchical,0.352580385354067
plantpathology,resnet101,umap,1,GMM,0.330803815067959
plantpathology,resnet101,umap,1,DBSCAN,0.309925301866799
plantpathology,resnet101,pca,2,KMeans,0.194438850269794
plantpathology,resnet101,pca,2,Hierarchical,0.226974653940136
plantpathology,resnet101,pca,2,GMM,0.194438850269794
plantpathology,resnet101,pca,2,DBSCAN,0.282501034533392
plantpathology,resnet101,pca,1,KMeans,0.194438850269794
plantpathology,resnet101,pca,1,Hierarchical,0.226974653940136
plantpathology,resnet101,pca,1,GMM,0.194438850269794
plantpathology,resnet101,pca,1,DBSCAN,0.282501034533392
plantpathology,resnet152,tsne,2,KMeans,0.429154049037804
plantpathology,resnet152,tsne,2,Hierarchical,0.358974358974359
plantpathology,resnet152,tsne,2,GMM,0.435880455710484
plantpathology,resnet152,tsne,2,DBSCAN,0.374213583915616
plantpathology,resnet152,tsne,1,KMeans,0.364384566995177
plantpathology,resnet152,tsne,1,Hierarchical,0.275950737582893
plantpathology,resnet152,tsne,1,GMM,0.359824559099683
plantpathology,resnet152,tsne,1,DBSCAN,0.471201302447216
plantpathology,resnet152,umap,2,KMeans,0.350358127448523
plantpathology,resnet152,umap,2,Hierarchical,0.425711211326184
plantpathology,resnet152,umap,2,GMM,0.342435697480769
plantpathology,resnet152,umap,2,DBSCAN,0.360680549031888
plantpathology,resnet152,umap,1,KMeans,0.435138057117868
plantpathology,resnet152,umap,1,Hierarchical,0.504117706136387
plantpathology,resnet152,umap,1,GMM,0.452907492735827
plantpathology,resnet152,umap,1,DBSCAN,0.312255934728056
plantpathology,resnet152,pca,2,KMeans,0.365566100081948
plantpathology,resnet152,pca,2,Hierarchical,0.362845954735515
plantpathology,resnet152,pca,2,GMM,0.362691357698556
plantpathology,resnet152,pca,2,DBSCAN,0.391647914595217
plantpathology,resnet152,pca,1,KMeans,0.365566100081948
plantpathology,resnet152,pca,1,Hierarchical,0.362845954735515
plantpathology,resnet152,pca,1,GMM,0.362691357698556
plantpathology,resnet152,pca,1,DBSCAN,0.391647914595217
plantpathology,resnet18,tsne,2,KMeans,0.463727895534194
plantpathology,resnet18,tsne,2,Hierarchical,0.392231245992734
plantpathology,resnet18,tsne,2,GMM,0.473239209791711
plantpathology,resnet18,tsne,2,DBSCAN,0.421720189675778
plantpathology,resnet18,tsne,1,KMeans,0.567786946552718
plantpathology,resnet18,tsne,1,Hierarchical,0.479980966623615
plantpathology,resnet18,tsne,1,GMM,0.524464769921891
plantpathology,resnet18,tsne,1,DBSCAN,0.538919524437265
plantpathology,resnet18,umap,2,KMeans,0.42126532141519
plantpathology,resnet18,umap,2,Hierarchical,0.395481811016259
plantpathology,resnet18,umap,2,GMM,0.42126532141519
plantpathology,resnet18,umap,1,KMeans,0.512709870817706
plantpathology,resnet18,umap,1,Hierarchical,0.561498192023315
plantpathology,resnet18,umap,1,GMM,0.512277161116717
plantpathology,resnet18,umap,1,DBSCAN,0.49795109772314
plantpathology,resnet18,pca,2,KMeans,0.41256492703438
plantpathology,resnet18,pca,2,Hierarchical,0.479046075480435
plantpathology,resnet18,pca,2,GMM,0.419873951310604
plantpathology,resnet18,pca,2,DBSCAN,0.489008609020521
plantpathology,resnet18,pca,1,KMeans,0.41256492703438
plantpathology,resnet18,pca,1,Hierarchical,0.479046075480435
plantpathology,resnet18,pca,1,GMM,0.419873951310604
plantpathology,resnet18,pca,1,DBSCAN,0.489008609020521
plantpathology,resnet34,tsne,2,KMeans,0.36444821067727
plantpathology,resnet34,tsne,2,Hierarchical,0.354074351731616
plantpathology,resnet34,tsne,2,GMM,0.355384815731215
plantpathology,resnet34,tsne,2,DBSCAN,0.453970326111516
plantpathology,resnet34,tsne,1,KMeans,0.50381908943285
plantpathology,resnet34,tsne,1,Hierarchical,0.356808731808732
plantpathology,resnet34,tsne,1,GMM,0.489464959277323
plantpathology,resnet34,tsne,1,DBSCAN,0.66702686402131
plantpathology,resnet34,umap,2,KMeans,0.396639444777833
plantpathology,resnet34,umap,2,Hierarchical,0.350598747954386
plantpathology,resnet34,umap,2,GMM,0.396639444777833
plantpathology,resnet34,umap,2,DBSCAN,0.455960804307547
plantpathology,resnet34,umap,1,KMeans,0.391783488072381
plantpathology,resnet34,umap,1,Hierarchical,0.41269631780388
plantpathology,resnet34,umap,1,GMM,0.376042665545733
plantpathology,resnet34,pca,2,KMeans,0.310987719369351
plantpathology,resnet34,pca,2,Hierarchical,0.329578975596675
plantpathology,resnet34,pca,2,GMM,0.313038793103448
plantpathology,resnet34,pca,2,DBSCAN,0.435534101526004
plantpathology,resnet34,pca,1,KMeans,0.310987719369351
plantpathology,resnet34,pca,1,Hierarchical,0.329578975596675
plantpathology,resnet34,pca,1,GMM,0.313038793103448
plantpathology,resnet34,pca,1,DBSCAN,0.435534101526004
plantpathology,resnet50,tsne,2,KMeans,0.313897131887222
plantpathology,resnet50,tsne,2,Hierarchical,0.339627091461648
plantpathology,resnet50,tsne,2,GMM,0.314166019122268
plantpathology,resnet50,tsne,2,DBSCAN,0.376288281557478
plantpathology,resnet50,tsne,1,KMeans,0.343800948444402
plantpathology,resnet50,tsne,1,Hierarchical,0.402373166864843
plantpathology,resnet50,tsne,1,GMM,0.336775782841442
plantpathology,resnet50,tsne,1,DBSCAN,0.608011498329382
plantpathology,resnet50,umap,2,KMeans,0.390617344439001
plantpathology,resnet50,umap,2,Hierarchical,0.361734156254704
plantpathology,resnet50,umap,2,GMM,0.378696602932308
plantpathology,resnet50,umap,2,DBSCAN,0.42625148893975
plantpathology,resnet50,umap,1,KMeans,0.562105970355174
plantpathology,resnet50,umap,1,Hierarchical,0.623877026285447
plantpathology,resnet50,umap,1,GMM,0.567910125306064
plantpathology,resnet50,umap,1,DBSCAN,0.656103686316082
plantpathology,resnet50,pca,2,KMeans,0.157511397376056
plantpathology,resnet50,pca,2,Hierarchical,0.121048995533424
plantpathology,resnet50,pca,2,GMM,0.161073825503356
plantpathology,resnet50,pca,2,DBSCAN,0.184300982866964
plantpathology,resnet50,pca,1,KMeans,0.157511397376056
plantpathology,resnet50,pca,1,Hierarchical,0.121048995533424
plantpathology,resnet50,pca,1,GMM,0.161073825503356
plantpathology,resnet50,pca,1,DBSCAN,0.184300982866964
plantpathology,resnext101_32x8d,tsne,2,KMeans,0.404711025362363
plantpathology,resnext101_32x8d,tsne,2,Hierarchical,0.432020533225264
plantpathology,resnext101_32x8d,tsne,2,GMM,0.417706622208056
plantpathology,resnext101_32x8d,tsne,2,DBSCAN,0.370343780526558
plantpathology,resnext101_32x8d,tsne,1,KMeans,0.198255981550879
plantpathology,resnext101_32x8d,tsne,1,Hierarchical,0.215393718004785
plantpathology,resnext101_32x8d,tsne,1,GMM,0.209604502859196
plantpathology,resnext101_32x8d,tsne,1,DBSCAN,0.330038301583891
plantpathology,resnext101_32x8d,umap,2,KMeans,0.414512910587757
plantpathology,resnext101_32x8d,umap,2,Hierarchical,0.420021594940614
plantpathology,resnext101_32x8d,umap,2,GMM,0.423565368287689
